0.00563969	0.002441	0.000205645	0.00330489	0.00065215	0.000439243	0.000423885	0	
0.0150753	0.005448	0.0017369	0.00747718	0.0022459	0.00244273	0.00214264	0	
0.0224172	0.00851749	0.0057006	0.00864946	0.0038791	0.00488371	0.00457611	0	
0.0281966	0.0116807	0.0118206	0.0114155	0.0056998	0.0060747	0.00729084	0	
0.0308822	0.0145002	0.0189093	0.0140717	0.00754355	0.00698095	0.0119431	0	
0.0335384	0.0209447	0.0244042	0.016728	0.00866035	0.00882121	0.0178806	0	
0.0384153	0.0265142	0.0284355	0.0204315	0.0102541	0.0108802	0.0252908	0	
0.0475109	0.0289517	0.0313417	0.0229315	0.0115748	0.0116927	0.0316346	0	
0.0615128	0.0315072	0.0326492	0.0242592	0.0123561	0.0135087	0.0346033	0	
0.0772022	0.0334377	0.0343941	0.0260245	0.0139498	0.0155434	0.0358574	0	
0.0906416	0.0353995	0.0362691	0.0293209	0.015583	0.0160469	0.0370449	0	
0.100956	0.0378612	0.0376492	0.0328674	0.0174037	0.0174844	0.0383261	0	
0.110489	0.039573	0.039873	0.0370076	0.0192475	0.0197934	0.0426114	0	
0.115645	0.0427847	0.0448468	0.0419291	0.02131	0.0233212	0.0505217	0	
0.120581	0.0479653	0.0530081	0.046038	0.0233494	0.0261025	0.0546194	0	
0.131173	0.056427	0.0612631	0.0479755	0.0242869	0.0279775	0.0558694	0	
0.139031	0.064229	0.0689063	0.0462331	0.0251348	0.030132	0.0579103	0	
0.147	0.0699025	0.0743175	0.0436073	0.025541	0.0294757	0.0601603	0	
0.162781	0.0722948	0.0736714	0.0432628	0.0247746	0.027882	0.0605433	0	
0.178062	0.0709058	0.0689315	0.0409655	0.0239852	0.0280695	0.0591411	0	
0.187312	0.0687668	0.063624	0.0387467	0.0233371	0.0287292	0.0566098	0	
0.188688	0.0645098	0.0605615	0.037153	0.0226348	0.0289549	0.0537308	0	
0.185781	0.0657285	0.0585565	0.0346842	0.0220805	0.0282397	0.0508478	0	
0.182656	0.069166	0.059119	0.033278	0.0230098	0.0281459	0.0490625	0	
0.177031	0.0695168	0.0611552	0.0330905	0.024916	0.0277709	0.0482147	0	
0.169531	0.0700863	0.0600927	0.0328717	0.0247367	0.0266459	0.0481442	0	
0.16825	0.0698988	0.0600302	0.031778	0.0231742	0.0273612	0.0497379	0	
0.172031	0.0706488	0.0635565	0.0300592	0.0217055	0.0277014	0.0530545	0	
0.177125	0.0734925	0.0658327	0.027419	0.0204012	0.0263577	0.0536482	0	
0.183064	0.074805	0.0622964	0.0237323	0.0186594	0.0242639	0.0481442	0	
0.181443	0.07193	0.0548538	0.0205769	0.0174012	0.0231389	0.0453236	0	
0.173289	0.064305	0.0476925	0.0199679	0.017893	0.0228299	0.0464134	0	
0.165695	0.0549613	0.041375	0.0194527	0.0173848	0.0223022	0.0477259	0	
0.156476	0.0483745	0.0365887	0.0182035	0.0168223	0.0224272	0.0489094	0	
0.144632	0.0462948	0.0355161	0.0183294	0.0179242	0.0225522	0.0517138	0	
0.138195	0.047715	0.0374798	0.0197516	0.0186973	0.0222987	0.0548035	0	
0.137601	0.0495415	0.0389173	0.0211891	0.0190953	0.0231077	0.0545535	0	
0.138724	0.0512673	0.0423236	0.0226579	0.0194391	0.0235452	0.0522098	0	
0.138221	0.0510798	0.0497298	0.0242829	0.0200559	0.0232014	0.0488973	0	
0.136031	0.0542118	0.052881	0.0257989	0.0211102	0.0231077	0.0457138	0	
0.136937	0.058125	0.053126	0.026956	0.0210789	0.0226389	0.0446866	0	
0.141688	0.0610382	0.0555323	0.0274256	0.0205789	0.0225105	0.0452844	0	
0.14525	0.0663022	0.0566522	0.0272076	0.0212352	0.0226945	0.0448821	0	
0.150813	0.0683717	0.0581472	0.0267085	0.0215082	0.022823	0.0415071	0	
0.152719	0.069778	0.0625222	0.0276932	0.021375	0.0232014	0.0374134	0	
0.151531	0.0724967	0.0684022	0.0289432	0.023375	0.0234202	0.0384799	0	
0.154094	0.0793717	0.0749073	0.0289272	0.0246957	0.0228855	0.0432692	0	
0.153969	0.0897155	0.079506	0.0284264	0.0247352	0.0219132	0.0459607	0	
0.151625	0.0979967	0.0806048	0.0278006	0.0259539	0.0203195	0.0440585	0	
0.153813	0.100302	0.0820736	0.028456	0.0260789	0.0203785	0.0400665	0	
0.15825	0.103858	0.0868861	0.029565	0.0261184	0.0214965	0.0355121	0	
0.159594	0.113233	0.0908548	0.0296587	0.0270098	0.0215903	0.0312389	0	
0.164313	0.120233	0.0942923	0.0297372	0.0274867	0.021375	0.0295281	0	
0.173906	0.122764	0.0957923	0.0294247	0.0289473	0.02175	0.0296884	0	
0.182281	0.12642	0.0940736	0.0282364	0.0290953	0.0245312	0.0299697	0	
0.182654	0.126983	0.0920423	0.0272669	0.0270098	0.0264687	0.0318719	0	
0.177559	0.124819	0.0917974	0.0267508	0.0266035	0.0265	0.0362429	0	
0.17234	0.122274	0.09262	0.0262035	0.0280953	0.0269687	0.0403951	0	
0.166684	0.116885	0.0925988	0.0264527	0.0290871	0.0266285	0.0467973	0	
0.16109	0.114253	0.0884526	0.0266554	0.0300164	0.0256945	0.0550786	0	
0.158559	0.11116	0.0813952	0.0252179	0.0312895	0.0246945	0.0594223	0	
0.160278	0.108597	0.0763952	0.0255144	0.0320937	0.0237257	0.0621098	0	
0.164621	0.107503	0.0731764	0.0267956	0.032648	0.0240382	0.0648598	0	
0.167467	0.103285	0.0729577	0.0270304	0.0315461	0.0261285	0.0659848	0	
0.164877	0.0996978	0.0742077	0.0273742	0.0294523	0.0282153	0.0696371	0	
0.160441	0.0984305	0.0719315	0.0278117	0.0285461	0.0276493	0.073379	0	
0.158629	0.0929062	0.0651552	0.0277956	0.0281004	0.026684	0.0746875	0	
0.153847	0.081625	0.0591552	0.0270448	0.0267715	0.0269653	0.0764688	0	
0.14791	0.0759618	0.0537228	0.0259815	0.0263488	0.0265555	0.0791562	0	
0.145004	0.073604	0.0470091	0.0244815	0.0265988	0.0252395	0.0822853	0	
0.143629	0.0646525	0.0411704	0.0242323	0.0263652	0.0230833	0.0832268	0	
0.143754	0.057951	0.0379254	0.0240769	0.0263965	0.0221805	0.0813246	0	
0.140346	0.056694	0.0359254	0.0227492	0.025107	0.0229618	0.0806723	0	
0.136531	0.0583815	0.0338266	0.0227027	0.0230676	0.0233403	0.0786098	0	
0.13375	0.0648503	0.0330403	0.0225938	0.0223719	0.0229062	0.0701058	0	
0.13075	0.0704753	0.0328165	0.0239215	0.0220594	0.0228437	0.0636603	0	
0.129562	0.0737878	0.0324052	0.0251867	0.0217863	0.024441	0.0646522	0	
0.12825	0.074319	0.032749	0.0227965	0.0201301	0.0258855	0.0634254	0	
0.127656	0.0685448	0.032369	0.023125	0.0188094	0.0257362	0.0564527	0	
0.130156	0.0629025	0.0309526	0.0271098	0.0198801	0.0239897	0.0504839	0	
0.133813	0.0614095	0.029255	0.0300008	0.0210527	0.0227397	0.0458942	0	
0.133125	0.0650658	0.0289062	0.0318758	0.0211234	0.0243959	0.0431835	0	
0.128219	0.0680658	0.031505	0.0331883	0.0200066	0.0280174	0.0428437	0	
0.129875	0.0690033	0.0328226	0.0341258	0.0191711	0.0305139	0.0435	0	
0.133906	0.0671908	0.035505	0.0342981	0.0196168	0.0301667	0.0427772	0	
0.1365	0.0698228	0.042	0.0339231	0.0201168	0.0290105	0.0390545	0	
0.144719	0.0803368	0.0482762	0.0331258	0.0212336	0.0281077	0.0378397	0	
0.151531	0.0845382	0.0538649	0.0331258	0.0218273	0.0303577	0.0381562	0	
0.153469	0.0858335	0.0590786	0.0366883	0.0229918	0.0342327	0.0340937	0	
0.156125	0.088035	0.0654486	0.0393133	0.0247895	0.0356042	0.0319375	0	
0.160563	0.0867365	0.0709748	0.0407356	0.0251102	0.037316	0.0348438	0	
0.1605	0.082563	0.0750685	0.0410489	0.0253914	0.0384965	0.033875	0	
0.159531	0.0776082	0.0766986	0.0416114	0.0248914	0.0373993	0.0288125	0	
0.163625	0.0731777	0.0752611	0.0435794	0.0261496	0.0373333	0.0247187	0	
0.168906	0.0734207	0.0726724	0.0418598	0.0286578	0.0382638	0.0240937	0	
